bg_geo_id,model_id,score,date_obtained
530330204022,5,4,Fri Mar 05 10:43:53 2021
530330204023,5,3,Fri Mar 05 10:43:53 2021
530330204024,5,3,Fri Mar 05 10:43:53 2021
530330204025,5,4,Fri Mar 05 10:43:53 2021
530330205001,5,4,Fri Mar 05 10:43:53 2021
530330205002,5,3,Fri Mar 05 10:43:53 2021
530330205003,5,3,Fri Mar 05 10:43:53 2021
530330205004,5,4,Fri Mar 05 10:43:53 2021
530330205005,5,3,Fri Mar 05 10:43:53 2021
530330205006,5,3,Fri Mar 05 10:43:53 2021
530330206001,5,3,Fri Mar 05 10:43:53 2021
530330206002,5,4,Fri Mar 05 10:43:53 2021
530330206003,5,3,Fri Mar 05 10:43:53 2021
530330206004,5,3,Fri Mar 05 10:43:53 2021
530330207001,5,3,Fri Mar 05 10:43:53 2021
530330207002,5,4,Fri Mar 05 10:43:53 2021
530330207003,5,3,Fri Mar 05 10:43:53 2021
530330208001,5,3,Fri Mar 05 10:43:53 2021
530330208002,5,3,Fri Mar 05 10:43:53 2021
